business_type,years_in_business,registered,monthly_revenue_pkr,employees,premises_owned,years_at_premises,avg_monthly_inflow_pkr,avg_monthly_outflow_pkr,net_cashflow_pkr,bounced_cheques,account_age_months,has_existing_loan,existing_installment_pkr,requested_amount_pkr,debt_burden_ratio,turnover_to_loan_ratio,repaid
retail_wholesale,12,0,100000.0,5,0,12,86000.0,69000.0,17000.0,1,16,0,0.0,1646000.0,0.0,0.6268801604697767,1
services,4,1,403000.0,1,1,4,255000.0,195000.0,60000.0,0,48,0,0.0,1523000.0,0.0,2.0093711033220094,0
retail_wholesale,9,1,1391000.0,2,0,9,907000.0,878000.0,29000.0,0,58,0,0.0,1259000.0,0.0,8.64665586473833,0
textiles,10,0,457000.0,7,0,5,284000.0,236000.0,48000.0,0,113,0,0.0,4080000.0,0.0,0.8352477475572364,1
services,14,0,1448000.0,3,0,0,1193000.0,1145000.0,48000.0,1,168,0,0.0,971000.0,0.0,14.747186061488494,1
light_manufacturing,3,1,754000.0,4,1,3,658000.0,491000.0,167000.0,0,36,0,0.0,3608000.0,0.0,2.1881813879072713,1
light_manufacturing,6,0,2357000.0,8,1,6,1773000.0,1332000.0,441000.0,0,72,1,154000.0,2951000.0,0.08685843203609701,7.2088530104578314,1
retail_wholesale,3,1,484000.0,2,1,1,363000.0,315000.0,48000.0,2,36,1,78000.0,1591000.0,0.21487603305785125,2.737216980059833,0
services,6,1,1038000.0,6,1,6,681000.0,528000.0,153000.0,0,72,1,166000.0,2753000.0,0.24375917767988253,2.9683377800353625,0
services,6,0,1078000.0,2,0,6,544000.0,409000.0,135000.0,0,15,0,0.0,1819000.0,0.0,3.588351295037676,1
retail_wholesale,2,1,2918000.0,3,1,2,1662000.0,1207000.0,455000.0,0,24,0,0.0,1033000.0,0.0,19.305402302065986,1
retail_wholesale,7,0,118000.0,5,1,4,66000.0,48000.0,18000.0,1,58,0,0.0,1040000.0,0.0,0.7617926486750092,1
retail_wholesale,22,0,411000.0,2,1,7,225000.0,205000.0,20000.0,1,47,1,32000.0,2964000.0,0.14222222222222222,0.9110474318035711,1
services,8,1,1519000.0,2,0,8,1157000.0,901000.0,256000.0,0,22,0,0.0,2873000.0,0.0,4.832904937592033,1
food,2,1,3050000.0,5,1,2,1691000.0,1647000.0,44000.0,1,24,1,466000.0,2313000.0,0.2755765819041987,8.774700963634537,0
light_manufacturing,3,1,826000.0,6,1,3,441000.0,331000.0,110000.0,1,36,0,0.0,1581000.0,0.0,3.3466471345783355,1
food,6,0,485000.0,3,0,6,317000.0,253000.0,64000.0,2,72,0,0.0,1784000.0,0.0,2.1322225455064188,1
light_manufacturing,3,0,1386000.0,2,1,3,831000.0,669000.0,162000.0,2,36,0,0.0,1645000.0,0.0,6.061552039384584,1
retail_wholesale,13,1,1549000.0,4,0,12,865000.0,727000.0,138000.0,1,156,0,0.0,701000.0,0.0,14.804040914759707,1
services,2,1,454000.0,6,1,0,253000.0,239000.0,14000.0,0,24,0,0.0,2075000.0,0.0,1.4632232807582486,1
retail_wholesale,8,0,904000.0,3,0,3,545000.0,509000.0,36000.0,0,28,0,0.0,2736000.0,0.0,2.390056649025053,0
textiles,1,1,2116000.0,4,0,1,1513000.0,1063000.0,450000.0,3,12,1,272000.0,2083000.0,0.1797752808988764,8.717117529818688,0
services,6,0,4305000.0,6,0,2,3458000.0,2817000.0,641000.0,0,72,0,0.0,5781000.0,0.0,7.177566178753914,1
light_manufacturing,2,0,1366000.0,2,0,2,1149000.0,1071000.0,78000.0,0,24,1,311000.0,1095000.0,0.27067014795474326,12.596119054854553,0
services,9,0,679000.0,3,0,2,544000.0,381000.0,163000.0,2,93,0,0.0,1345000.0,0.0,4.853090251182456,1
retail_wholesale,12,1,616000.0,1,0,12,463000.0,393000.0,70000.0,2,144,0,0.0,2166000.0,0.0,2.564900911601482,1
retail_wholesale,7,1,1135000.0,4,0,4,980000.0,757000.0,223000.0,1,84,0,0.0,2315000.0,0.0,5.0799259047001755,1
retail_wholesale,12,1,579000.0,4,0,2,410000.0,334000.0,76000.0,2,57,0,0.0,639000.0,0.0,7.697430138911746,1
retail_wholesale,1,0,786000.0,8,0,1,592000.0,484000.0,108000.0,0,12,0,0.0,2871000.0,0.0,2.47413793239849,1
services,6,0,226000.0,5,0,6,150000.0,121000.0,29000.0,1,72,0,0.0,2321000.0,0.0,0.7754198771329547,1
services,8,1,2378000.0,8,1,8,1500000.0,1425000.0,75000.0,3,96,0,0.0,561000.0,0.0,32.10013846365201,1
services,9,0,208000.0,6,1,9,131000.0,111000.0,20000.0,0,79,0,0.0,1865000.0,0.0,0.8430129787241588,1
services,8,0,422000.0,5,1,3,236000.0,225000.0,11000.0,0,96,1,83000.0,1231000.0,0.3516949152542373,2.30011910973319,0
services,9,1,717000.0,4,1,9,587000.0,530000.0,57000.0,1,108,0,0.0,1524000.0,0.0,4.6229034896700085,1
services,6,1,4760000.0,3,0,6,2485000.0,1984000.0,501000.0,0,62,0,0.0,896000.0,0.0,33.27786960340912,1
retail_wholesale,2,1,426000.0,3,1,2,328000.0,275000.0,53000.0,0,24,1,65000.0,2567000.0,0.19817073170731708,1.5331195656875534,0
retail_wholesale,4,0,334000.0,6,0,2,282000.0,228000.0,54000.0,0,48,1,80000.0,5756000.0,0.28368794326241137,0.5879257778729924,0
textiles,13,0,375000.0,1,0,3,262000.0,244000.0,18000.0,0,70,0,0.0,2345000.0,0.0,1.3408913099252986,1
services,12,0,3415000.0,5,0,2,1803000.0,1357000.0,446000.0,0,112,0,0.0,547000.0,0.0,39.52138328853747,1
retail_wholesale,8,0,100000.0,5,0,8,67000.0,64000.0,3000.0,2,96,0,0.0,2374000.0,0.0,0.33869312662593837,1
food,10,0,238000.0,2,1,8,152000.0,131000.0,21000.0,0,120,0,0.0,1780000.0,0.0,1.024974758477577,1
services,11,0,9979000.0,4,1,10,8924000.0,7775000.0,1149000.0,1,6,0,0.0,1033000.0,0.0,103.65947692147871,1
retail_wholesale,8,0,1174000.0,2,0,8,911000.0,770000.0,141000.0,0,96,0,0.0,2473000.0,0.0,4.421030389294292,1
retail_wholesale,13,0,215000.0,5,0,7,170000.0,145000.0,25000.0,0,49,1,44000.0,3391000.0,0.25882352941176473,0.6016639515334505,0
services,13,0,623000.0,6,0,13,440000.0,390000.0,50000.0,0,156,0,0.0,1339000.0,0.0,3.9427364247746612,1
services,25,0,695000.0,5,0,2,545000.0,481000.0,64000.0,2,165,0,0.0,746000.0,0.0,8.767306839760083,1
retail_wholesale,4,0,1515000.0,5,0,4,1195000.0,908000.0,287000.0,3,48,0,0.0,598000.0,0.0,23.972539753427192,1
services,4,0,4091000.0,8,0,2,2154000.0,1859000.0,295000.0,0,48,0,0.0,1341000.0,0.0,19.268990696344808,1
retail_wholesale,8,0,959000.0,2,0,5,565000.0,452000.0,113000.0,4,80,0,0.0,1822000.0,0.0,3.7215193151204677,0
services,20,0,379000.0,5,0,6,191000.0,168000.0,23000.0,0,79,0,0.0,1467000.0,0.0,1.5618655254887504,1
retail_wholesale,14,0,1428000.0,1,1,14,1005000.0,858000.0,147000.0,0,168,0,0.0,1327000.0,0.0,9.085831901462754,1
textiles,10,0,323000.0,3,1,10,275000.0,206000.0,69000.0,1,37,1,77000.0,2812000.0,0.28,1.1735526154353364,1
retail_wholesale,14,0,231000.0,3,1,14,172000.0,156000.0,16000.0,0,168,0,0.0,2640000.0,0.0,0.7817682321986154,1
retail_wholesale,8,0,112000.0,4,0,1,78000.0,65000.0,13000.0,2,96,1,10000.0,2254000.0,0.1282051282051282,0.4151800386644211,0
services,5,0,136000.0,5,0,5,118000.0,101000.0,17000.0,0,60,0,0.0,3264000.0,0.0,0.43378604257700976,1
retail_wholesale,23,0,265000.0,3,1,1,151000.0,134000.0,17000.0,1,67,1,58000.0,1349000.0,0.3841059602649007,1.343218283704864,1
retail_wholesale,8,1,200000.0,5,1,8,106000.0,94000.0,12000.0,0,96,0,0.0,1037000.0,0.0,1.2265174663143628,1
retail_wholesale,13,0,889000.0,2,0,13,771000.0,701000.0,70000.0,0,15,0,0.0,1462000.0,0.0,6.328686864981414,1
services,1,0,196000.0,5,1,1,169000.0,128000.0,41000.0,0,12,1,13000.0,1403000.0,0.07692307692307693,1.4458314704840978,1
services,1,0,100000.0,2,0,1,77000.0,56000.0,21000.0,3,12,0,0.0,584000.0,0.0,1.5818313937023807,1
light_manufacturing,7,0,229000.0,4,1,7,137000.0,122000.0,15000.0,0,84,0,0.0,1442000.0,0.0,1.140339813267251,1
retail_wholesale,3,0,405000.0,3,1,3,360000.0,276000.0,84000.0,0,36,1,45000.0,3881000.0,0.125,1.1131545132587075,1
retail_wholesale,7,0,355000.0,4,0,3,286000.0,209000.0,77000.0,0,73,0,0.0,3234000.0,0.0,1.0612887194061125,1
retail_wholesale,4,1,2971000.0,5,1,4,2286000.0,1684000.0,602000.0,0,48,0,0.0,2741000.0,0.0,10.008680039305407,1
textiles,25,0,352000.0,7,1,2,207000.0,163000.0,44000.0,0,193,0,0.0,2164000.0,0.0,1.1476910684779709,1
light_manufacturing,12,1,1569000.0,6,1,10,1106000.0,1081000.0,25000.0,1,27,0,0.0,4771000.0,0.0,2.782000453860328,1
services,15,0,638000.0,5,1,13,529000.0,394000.0,135000.0,0,180,1,115000.0,1059000.0,0.21739130434782608,5.996004669594533,1
textiles,1,0,623000.0,1,1,1,526000.0,412000.0,114000.0,0,12,0,0.0,1121000.0,0.0,5.63051930142315,1
retail_wholesale,10,0,282000.0,5,0,9,204000.0,195000.0,9000.0,0,120,0,0.0,3926000.0,0.0,0.6234710289593971,1
services,5,1,613000.0,3,1,5,435000.0,422000.0,13000.0,0,60,0,0.0,2033000.0,0.0,2.56712676503576,1
food,16,1,302000.0,5,0,10,236000.0,180000.0,56000.0,0,75,1,24000.0,1337000.0,0.1016949152542373,2.118149816349628,1
retail_wholesale,9,0,770000.0,2,1,5,548000.0,519000.0,29000.0,0,108,0,0.0,2785000.0,0.0,2.3610931268461823,1
retail_wholesale,6,0,513000.0,5,0,6,342000.0,253000.0,89000.0,0,34,0,0.0,1537000.0,0.0,2.6695104520825517,1
retail_wholesale,2,1,253000.0,4,0,2,135000.0,123000.0,12000.0,1,24,1,45000.0,1210000.0,0.3333333333333333,1.3388275469140185,0
retail_wholesale,7,0,1753000.0,3,0,7,965000.0,679000.0,286000.0,0,42,0,0.0,1190000.0,0.0,9.731259952202997,1
retail_wholesale,13,1,996000.0,7,0,5,801000.0,652000.0,149000.0,1,156,0,0.0,2426000.0,0.0,3.962739268898637,1
food,16,0,415000.0,3,1,4,212000.0,163000.0,49000.0,0,62,1,38000.0,2263000.0,0.1792452830188679,1.1242331591656438,1
textiles,4,1,752000.0,5,0,4,392000.0,352000.0,40000.0,2,44,1,142000.0,4969000.0,0.3622448979591837,0.9466914758475354,1
retail_wholesale,25,1,598000.0,4,1,1,515000.0,363000.0,152000.0,3,23,1,86000.0,1681000.0,0.1669902912621359,3.677468614058224,1
retail_wholesale,12,1,273000.0,4,0,5,213000.0,177000.0,36000.0,0,144,0,0.0,1663000.0,0.0,1.53662126943049,1
light_manufacturing,3,0,697000.0,2,0,3,350000.0,313000.0,37000.0,0,36,1,80000.0,4744000.0,0.22857142857142856,0.8852875481468526,0
services,2,0,349000.0,4,0,2,218000.0,155000.0,63000.0,0,24,0,0.0,3613000.0,0.0,0.7240543481331282,0
textiles,5,0,253000.0,6,0,5,203000.0,193000.0,10000.0,1,46,0,0.0,2182000.0,0.0,1.1165808316441197,1
retail_wholesale,4,0,128000.0,4,0,4,86000.0,69000.0,17000.0,0,48,1,22000.0,784000.0,0.2558139534883721,1.3164768562571636,0
services,8,1,454000.0,4,0,8,312000.0,233000.0,79000.0,0,96,0,0.0,1229000.0,0.0,3.046886493508345,1
retail_wholesale,6,1,1146000.0,5,1,6,783000.0,598000.0,185000.0,0,72,0,0.0,1063000.0,0.0,8.842713306414451,1
retail_wholesale,5,1,325000.0,4,1,5,188000.0,149000.0,39000.0,0,60,1,54000.0,2044000.0,0.2872340425531915,1.1035972670210328,0
services,1,0,8084000.0,5,1,1,6375000.0,4817000.0,1558000.0,0,12,0,0.0,1474000.0,0.0,51.89114862992162,1
food,10,1,1576000.0,2,0,3,853000.0,719000.0,134000.0,0,10,0,0.0,5233000.0,0.0,1.9562332286044195,1
services,1,0,2395000.0,2,0,1,1684000.0,1477000.0,207000.0,1,12,0,0.0,779000.0,0.0,25.940195443702574,1
textiles,13,1,1440000.0,3,1,13,818000.0,672000.0,146000.0,1,32,1,153000.0,996000.0,0.18704156479217604,9.851959377706542,1
services,1,1,4146000.0,6,0,1,2150000.0,1762000.0,388000.0,0,12,0,0.0,2316000.0,0.0,11.138973005520155,1
retail_wholesale,1,1,296000.0,3,1,1,165000.0,152000.0,13000.0,0,12,0,0.0,2735000.0,0.0,0.7240375916962076,1
retail_wholesale,3,1,100000.0,4,0,3,85000.0,67000.0,18000.0,2,36,0,0.0,500000.0,0.0,2.04,1
retail_wholesale,4,0,416000.0,3,0,4,237000.0,207000.0,30000.0,1,48,0,0.0,706000.0,0.0,4.028162944047872,1
retail_wholesale,3,0,1136000.0,2,0,3,694000.0,659000.0,35000.0,2,22,1,156000.0,1707000.0,0.22478386167146974,4.8775271829781195,0
services,4,1,756000.0,4,1,4,420000.0,320000.0,100000.0,4,48,0,0.0,4512000.0,0.0,1.116984588349407,1
retail_wholesale,7,0,856000.0,1,1,1,680000.0,594000.0,86000.0,0,84,0,0.0,6208000.0,0.0,1.3144790892292622,1
textiles,3,0,2435000.0,2,1,3,1652000.0,1595000.0,57000.0,1,36,1,424000.0,1560000.0,0.2566585956416465,12.710706101080994,1
services,7,0,952000.0,3,0,3,836000.0,709000.0,127000.0,0,49,1,228000.0,1805000.0,0.2727272727272727,5.556792146997968,0
services,1,0,1445000.0,5,0,1,1107000.0,1078000.0,29000.0,0,12,0,0.0,1210000.0,0.0,10.974041028444915,1
retail_wholesale,3,0,254000.0,3,1,3,181000.0,142000.0,39000.0,0,36,0,0.0,2924000.0,0.0,0.742730054622333,1
food,1,0,217000.0,3,0,1,166000.0,142000.0,24000.0,0,12,1,12000.0,5004000.0,0.07228915662650602,0.3980706519085417,1
light_manufacturing,12,0,3265000.0,5,0,2,1685000.0,1326000.0,359000.0,0,144,0,0.0,4249000.0,0.0,4.7584052976279345,1
services,3,0,719000.0,3,0,3,633000.0,444000.0,189000.0,0,35,0,0.0,1966000.0,0.0,3.8646649110800624,1
services,9,0,349000.0,2,0,9,308000.0,302000.0,6000.0,1,108,0,0.0,1209000.0,0.0,3.056354898594757,1
services,1,1,349000.0,6,0,1,213000.0,163000.0,50000.0,0,12,0,0.0,2010000.0,0.0,1.2717299683767638,1
services,16,0,340000.0,5,1,16,255000.0,248000.0,7000.0,0,56,0,0.0,4580000.0,0.0,0.6681755856232491,1
retail_wholesale,6,0,320000.0,4,1,6,186000.0,164000.0,22000.0,0,45,0,0.0,1573000.0,0.0,1.4191542888632143,0
textiles,6,1,180000.0,5,0,6,130000.0,124000.0,6000.0,0,72,0,0.0,673000.0,0.0,2.318211674108223,1
retail_wholesale,1,0,145000.0,6,0,1,117000.0,114000.0,3000.0,0,12,0,0.0,1611000.0,0.0,0.871258707265093,1
services,2,0,535000.0,3,0,2,468000.0,402000.0,66000.0,0,24,1,65000.0,1692000.0,0.1388888888888889,3.319744885491749,1
light_manufacturing,5,1,359000.0,2,1,5,228000.0,223000.0,5000.0,0,60,0,0.0,671000.0,0.0,4.0801294504411905,1
food,2,0,1967000.0,4,1,2,1529000.0,1399000.0,130000.0,2,24,0,0.0,2299000.0,0.0,7.981696612735139,1
retail_wholesale,12,0,871000.0,3,0,7,685000.0,580000.0,105000.0,0,27,0,0.0,2709000.0,0.0,3.03381295853871,1
retail_wholesale,6,0,847000.0,2,0,3,499000.0,441000.0,58000.0,0,72,0,0.0,6105000.0,0.0,0.9808602532839213,1
light_manufacturing,2,1,309000.0,3,1,2,232000.0,175000.0,57000.0,2,24,0,0.0,899000.0,0.0,3.0961757967705945,1
retail_wholesale,10,1,576000.0,5,1,10,439000.0,309000.0,130000.0,0,120,0,0.0,3100000.0,0.0,1.699256401602056,1
retail_wholesale,4,0,933000.0,6,0,4,751000.0,580000.0,171000.0,2,48,0,0.0,3572000.0,0.0,2.522645497099531,1
retail_wholesale,10,1,1330000.0,3,0,10,1197000.0,984000.0,213000.0,0,32,1,181000.0,2732000.0,0.15121136173767752,5.258287152137066,1
retail_wholesale,4,1,592000.0,4,0,4,305000.0,233000.0,72000.0,0,48,0,0.0,1093000.0,0.0,3.3481131439980403,1
food,9,1,1912000.0,3,0,9,1111000.0,938000.0,173000.0,0,24,1,201000.0,1056000.0,0.18091809180918092,12.62875034819044,1
food,4,1,655000.0,5,0,4,366000.0,324000.0,42000.0,0,48,0,0.0,2120000.0,0.0,2.0715963057384785,1
retail_wholesale,12,0,1436000.0,3,1,10,807000.0,713000.0,94000.0,3,35,1,148000.0,2111000.0,0.18339529120198264,4.586977280613415,1
retail_wholesale,1,0,398000.0,4,0,1,271000.0,258000.0,13000.0,0,12,0,0.0,1430000.0,0.0,2.2745524457411497,1
retail_wholesale,2,0,106000.0,12,0,2,90000.0,87000.0,3000.0,0,24,0,0.0,4341000.0,0.0,0.2487844680434784,0
retail_wholesale,5,0,850000.0,7,0,5,578000.0,549000.0,29000.0,0,60,0,0.0,1573000.0,0.0,4.410680599103885,1
retail_wholesale,3,0,1343000.0,2,0,3,1030000.0,900000.0,130000.0,3,36,0,0.0,642000.0,0.0,19.250532408601572,0
services,4,1,1156000.0,2,0,4,752000.0,570000.0,182000.0,0,48,0,0.0,1748000.0,0.0,5.161227417931622,1
retail_wholesale,9,1,991000.0,6,0,5,622000.0,600000.0,22000.0,0,99,0,0.0,2668000.0,0.0,2.7976513847482525,1
retail_wholesale,4,1,459000.0,1,1,4,382000.0,286000.0,96000.0,4,48,0,0.0,2455000.0,0.0,1.866841765491908,0
retail_wholesale,7,1,290000.0,10,0,0,221000.0,164000.0,57000.0,0,84,0,0.0,2444000.0,0.0,1.0850578889929463,1
retail_wholesale,3,1,1129000.0,1,1,3,723000.0,570000.0,153000.0,0,36,0,0.0,4901000.0,0.0,1.7700716107013161,1
retail_wholesale,1,1,996000.0,4,1,1,862000.0,742000.0,120000.0,0,12,0,0.0,1025000.0,0.0,10.095944453293763,1
retail_wholesale,10,1,371000.0,3,0,10,259000.0,231000.0,28000.0,0,120,0,0.0,1551000.0,0.0,2.0038238115229765,1
services,18,0,1971000.0,4,0,11,1134000.0,798000.0,336000.0,1,91,0,0.0,5054000.0,0.0,2.6925218677094196,1
retail_wholesale,7,0,269000.0,6,0,4,186000.0,171000.0,15000.0,0,84,0,0.0,614000.0,0.0,3.633370740766113,1
food,5,0,363000.0,3,0,2,279000.0,209000.0,70000.0,3,60,1,55000.0,1937000.0,0.1971326164874552,1.7288088414142366,1
food,6,0,3339000.0,4,0,4,2160000.0,1691000.0,469000.0,0,72,0,0.0,4181000.0,0.0,6.1997875279721075,1
retail_wholesale,15,0,1549000.0,4,1,7,1298000.0,1026000.0,272000.0,0,178,0,0.0,4144000.0,0.0,3.759080339587865,1
retail_wholesale,7,1,454000.0,6,0,0,324000.0,257000.0,67000.0,1,20,0,0.0,2972000.0,0.0,1.3082336679877735,0
services,10,0,866000.0,8,0,10,595000.0,543000.0,52000.0,0,112,0,0.0,3017000.0,0.0,2.366239567683757,1
services,10,1,759000.0,5,0,5,640000.0,455000.0,185000.0,0,28,0,0.0,1071000.0,0.0,7.171294917256243,1
retail_wholesale,12,0,100000.0,5,0,7,69000.0,52000.0,17000.0,0,144,0,0.0,4559000.0,0.0,0.18162783365859203,1
retail_wholesale,5,1,263000.0,4,0,5,175000.0,124000.0,51000.0,0,60,0,0.0,973000.0,0.0,2.157234745135267,1
retail_wholesale,4,0,618000.0,5,1,4,335000.0,308000.0,27000.0,2,48,1,152000.0,1009000.0,0.4537313432835821,3.984383255220198,0
food,9,1,455000.0,1,0,9,293000.0,286000.0,7000.0,0,24,0,0.0,2524000.0,0.0,1.3929897277314043,1
services,12,0,832000.0,4,1,3,548000.0,485000.0,63000.0,0,144,1,87000.0,1488000.0,0.15875912408759124,4.4197722809893945,1
retail_wholesale,13,0,2011000.0,2,1,7,1151000.0,996000.0,155000.0,0,80,0,0.0,2264000.0,0.0,6.100511252447862,1
retail_wholesale,16,0,471000.0,5,1,14,346000.0,330000.0,16000.0,0,70,0,0.0,2590000.0,0.0,1.6031696770847708,1
light_manufacturing,11,0,226000.0,2,1,1,126000.0,97000.0,29000.0,0,30,0,0.0,5813000.0,0.0,0.2601284461173122,1
retail_wholesale,4,0,899000.0,2,0,4,530000.0,381000.0,149000.0,3,48,1,56000.0,2594000.0,0.10566037735849057,2.4513685132618686,0
food,7,1,469000.0,3,0,7,340000.0,287000.0,53000.0,0,68,1,35000.0,1380000.0,0.10294117647058823,2.9566899732684218,1
services,6,0,556000.0,3,0,6,338000.0,261000.0,77000.0,0,72,0,0.0,3001000.0,0.0,1.351421918103675,1
retail_wholesale,6,0,486000.0,4,0,6,367000.0,303000.0,64000.0,0,72,0,0.0,1214000.0,0.0,3.627046056116097,1
retail_wholesale,9,1,6117000.0,4,0,8,4748000.0,3930000.0,818000.0,0,7,0,0.0,3459000.0,0.0,16.47080848537315,1
retail_wholesale,5,1,100000.0,5,1,5,62000.0,49000.0,13000.0,0,60,0,0.0,2079000.0,0.0,0.35785114453029976,1
services,5,0,441000.0,4,1,2,236000.0,197000.0,39000.0,0,60,0,0.0,2543000.0,0.0,1.113501667870669,0
retail_wholesale,19,0,648000.0,6,0,1,451000.0,364000.0,87000.0,0,10,0,0.0,687000.0,0.0,7.876344623813876,1
retail_wholesale,6,0,298000.0,5,0,5,160000.0,117000.0,43000.0,0,72,1,70000.0,518000.0,0.4375,3.7047855009387733,0
retail_wholesale,12,0,1598000.0,6,0,10,1129000.0,1064000.0,65000.0,1,54,0,0.0,812000.0,0.0,16.675595342176972,1
retail_wholesale,13,0,1466000.0,5,1,10,1159000.0,1039000.0,120000.0,0,156,0,0.0,5701000.0,0.0,2.4396498384300522,1
textiles,7,0,620000.0,1,0,4,464000.0,330000.0,134000.0,0,84,1,49000.0,1004000.0,0.10560344827586207,5.544362446926657,1
retail_wholesale,5,1,496000.0,4,0,5,337000.0,247000.0,90000.0,0,55,0,0.0,3104000.0,0.0,1.303041620129361,1
textiles,3,0,581000.0,4,0,3,510000.0,371000.0,139000.0,0,36,0,0.0,1361000.0,0.0,4.497670496567169,1
textiles,1,0,585000.0,3,1,1,316000.0,227000.0,89000.0,0,12,0,0.0,1732000.0,0.0,2.189699814359029,1
services,9,1,601000.0,2,0,4,512000.0,367000.0,145000.0,0,45,1,100000.0,1947000.0,0.1953125,3.155544197141281,1
retail_wholesale,8,0,539000.0,7,0,8,442000.0,329000.0,113000.0,0,96,0,0.0,5362000.0,0.0,0.9891067811672907,1
services,10,1,837000.0,3,0,10,559000.0,524000.0,35000.0,0,120,1,88000.0,2840000.0,0.15742397137745975,2.361862127354692,1
textiles,4,0,1380000.0,3,0,4,775000.0,722000.0,53000.0,0,48,0,0.0,2520000.0,0.0,3.6908151274568266,0
retail_wholesale,21,0,190000.0,5,0,1,107000.0,98000.0,9000.0,2,106,0,0.0,4354000.0,0.0,0.29488022130803326,1
services,8,0,227000.0,6,1,8,197000.0,172000.0,25000.0,4,96,0,0.0,1368000.0,0.0,1.7282788644314717,1
services,5,0,113000.0,6,0,5,67000.0,60000.0,7000.0,2,60,0,0.0,3797000.0,0.0,0.2117584635871016,1
retail_wholesale,1,0,1546000.0,3,1,1,1313000.0,1191000.0,122000.0,0,12,1,161000.0,3435000.0,0.12261995430312261,4.587304090742186,1
services,4,0,835000.0,5,0,4,586000.0,556000.0,30000.0,1,48,0,0.0,3411000.0,0.0,2.061397935006481,1
food,11,0,1077000.0,5,0,1,738000.0,668000.0,70000.0,0,132,0,0.0,1822000.0,0.0,4.859609265297142,1
textiles,15,0,156000.0,5,0,3,116000.0,105000.0,11000.0,0,178,0,0.0,1538000.0,0.0,0.9048223244048694,1
light_manufacturing,6,1,3874000.0,2,0,6,2270000.0,2100000.0,170000.0,3,29,0,0.0,1187000.0,0.0,22.952652055934127,0
retail_wholesale,17,1,354000.0,4,0,3,237000.0,203000.0,34000.0,1,100,0,0.0,1232000.0,0.0,2.307982463225119,0
services,3,0,769000.0,3,0,3,673000.0,511000.0,162000.0,0,7,0,0.0,1154000.0,0.0,7.000330838110881,1
retail_wholesale,8,1,1527000.0,7,0,8,909000.0,658000.0,251000.0,3,78,0,0.0,2492000.0,0.0,4.376461964605095,0
services,8,1,242000.0,3,0,4,210000.0,172000.0,38000.0,0,96,0,0.0,1744000.0,0.0,1.4450060507493643,1
textiles,9,1,376000.0,5,0,2,338000.0,245000.0,93000.0,0,74,0,0.0,2591000.0,0.0,1.565507366221781,1
retail_wholesale,7,0,778000.0,3,0,7,405000.0,303000.0,102000.0,0,84,1,186000.0,2680000.0,0.45925925925925926,1.8133247623815967,0
retail_wholesale,8,1,11321000.0,5,0,8,8067000.0,5701000.0,2366000.0,0,96,0,0.0,1059000.0,0.0,91.413646060215,1
retail_wholesale,2,0,878000.0,5,1,2,500000.0,392000.0,108000.0,3,24,0,0.0,1040000.0,0.0,5.768853773042404,1
retail_wholesale,14,0,3240000.0,5,0,6,2426000.0,2357000.0,69000.0,0,168,0,0.0,1744000.0,0.0,16.696506562304283,1
retail_wholesale,11,0,2170000.0,6,1,11,1944000.0,1567000.0,377000.0,0,132,0,0.0,1256000.0,0.0,18.570598596326644,1
retail_wholesale,8,1,939000.0,2,1,8,807000.0,619000.0,188000.0,1,96,1,56000.0,1179000.0,0.06939281288723669,8.21182461880431,1
retail_wholesale,12,0,242000.0,2,0,3,210000.0,171000.0,39000.0,2,144,0,0.0,5532000.0,0.0,0.45552691073307405,1
retail_wholesale,15,1,1876000.0,5,0,15,1098000.0,861000.0,237000.0,2,139,0,0.0,797000.0,0.0,16.53141773324937,1
services,9,0,145000.0,5,0,9,104000.0,92000.0,12000.0,3,76,0,0.0,6733000.0,0.0,0.18536219316997377,0
services,22,1,3222000.0,4,0,16,1914000.0,1680000.0,234000.0,2,76,0,0.0,2379000.0,0.0,9.656477486020552,1
services,10,0,794000.0,5,1,3,683000.0,483000.0,200000.0,0,120,0,0.0,3614000.0,0.0,2.2676772732740296,1
retail_wholesale,3,1,100000.0,5,1,3,58000.0,49000.0,9000.0,0,19,0,0.0,3367000.0,0.0,0.20668642494552789,1
services,7,0,462000.0,5,1,3,260000.0,185000.0,75000.0,2,84,0,0.0,2896000.0,0.0,1.0773564562910172,1
textiles,12,1,1250000.0,5,1,12,631000.0,561000.0,70000.0,0,83,0,0.0,5421000.0,0.0,1.3968378079738688,1
retail_wholesale,15,0,513000.0,4,0,1,294000.0,283000.0,11000.0,0,179,0,0.0,1045000.0,0.0,3.377156119844089,1
retail_wholesale,7,0,1329000.0,5,0,1,765000.0,730000.0,35000.0,0,83,0,0.0,1821000.0,0.0,5.0415171103172325,1
services,3,1,278000.0,5,0,3,148000.0,112000.0,36000.0,0,36,1,65000.0,1199000.0,0.4391891891891892,1.4813067116442065,0
retail_wholesale,5,1,176000.0,4,1,5,149000.0,135000.0,14000.0,0,15,0,0.0,723000.0,0.0,2.4734111117373265,1
food,2,1,605000.0,3,0,2,491000.0,453000.0,38000.0,2,24,1,119000.0,1345000.0,0.24236252545824846,4.380631925348332,0
light_manufacturing,10,1,671000.0,6,1,6,404000.0,381000.0,23000.0,0,120,0,0.0,6151000.0,0.0,0.788116309815757,1
retail_wholesale,4,0,459000.0,1,0,4,373000.0,288000.0,85000.0,0,48,0,0.0,1802000.0,0.0,2.483484534735101,1
